month;hour;holiday;weekday;workingday;temperature;humidity;windspeed;count;weather_clear;weather_cloudy;weather_heavy rain/snow;weather_light rain/snow
1;3;0.0;2;True;-0.48;55.0;19.0;2;True;False;False;False
11;5;0.0;6;False;4.22;41.0;22.0;3;True;False;False;False
12;5;0.0;4;True;4.22;56.0;11.0;33;False;True;False;False
6;21;0.0;4;True;22.08;65.0;11.0;337;True;False;False;False
8;18;0.0;0;False;22.08;89.0;6.0;264;False;True;False;False
4;11;0.0;1;True;7.04;70.0;24.0;101;False;True;False;False
2;8;0.0;3;True;8.92;73.0;7.0;520;False;False;False;True
10;10;1.0;1;False;9.86;68.0;9.0;298;False;True;False;False
4;6;0.0;3;True;7.98;66.0;0.0;106;True;False;False;False
7;12;0.0;5;True;23.96;83.0;11.0;274;False;False;False;True
5;1;0.0;3;True;22.08;89.0;13.0;4;False;False;False;True
4;15;0.0;5;True;17.38;28.0;17.0;352;True;False;False;False
3;9;0.0;0;False;10.8;94.0;17.0;118;False;True;False;False
2;16;0.0;4;True;7.98;81.0;0.0;118;False;False;False;True
9;14;0.0;2;True;20.2;94.0;31.0;143;False;False;False;True
6;18;0.0;4;True;32.42;25.0;15.0;697;True;False;False;False
11;1;1.0;1;False;10.8;76.0;11.0;30;True;False;False;False
10;10;0.0;2;True;12.68;75.0;15.0;164;False;True;False;False
3;21;0.0;6;False;10.8;71.0;22.0;143;False;True;False;False
12;23;0.0;2;True;6.1;52.0;15.0;64;True;False;False;False
12;21;0.0;6;False;5.16;56.0;33.0;60;False;True;False;False
8;15;0.0;5;True;32.42;30.0;31.0;383;True;False;False;False
5;13;0.0;3;True;25.84;42.0;0.0;350;True;False;False;False
4;9;0.0;1;True;6.1;75.0;26.0;272;False;True;False;False
11;18;0.0;0;False;8.92;43.0;15.0;237;True;False;False;False
2;19;0.0;2;True;8.92;46.0;20.0;304;True;False;False;False
11;23;0.0;4;True;7.98;46.0;24.0;87;True;False;False;False
9;2;0.0;2;True;14.56;77.0;11.0;6;True;False;False;False
11;21;0.0;3;True;6.1;39.0;11.0;223;True;False;False;False
1;11;0.0;5;True;3.28;38.0;41.0;114;True;False;False;False
3;14;0.0;2;True;7.04;36.0;15.0;136;True;False;False;False
5;8;0.0;4;True;16.44;55.0;30.0;634;True;False;False;False
9;2;0.0;0;False;16.44;48.0;17.0;95;True;False;False;False
12;18;0.0;1;True;10.8;94.0;6.0;507;False;True;False;False
3;10;0.0;5;True;7.98;36.0;33.0;159;False;True;False;False
10;5;0.0;1;True;9.86;76.0;6.0;46;True;False;False;False
6;4;0.0;2;True;15.5;82.0;13.0;5;False;False;False;True
12;17;0.0;5;True;4.22;56.0;22.0;321;False;True;False;False
5;4;0.0;2;True;18.32;88.0;11.0;7;False;True;False;False
8;11;0.0;5;True;31.48;49.0;19.0;263;False;True;False;False
3;10;0.0;6;False;10.8;87.0;0.0;168;False;True;False;False
3;5;0.0;0;False;7.98;46.0;15.0;5;False;True;False;False
10;6;0.0;6;False;11.74;71.0;0.0;31;True;False;False;False
8;8;0.0;4;True;25.84;74.0;7.0;739;True;False;False;False
5;12;0.0;4;True;20.2;43.0;13.0;348;True;False;False;False
6;1;0.0;1;True;17.38;77.0;15.0;14;True;False;False;False
11;14;0.0;2;True;9.86;46.0;26.0;203;True;False;False;False
1;21;0.0;6;False;8.92;29.0;24.0;127;True;False;False;False
9;3;0.0;5;True;20.2;83.0;9.0;7;False;True;False;False
1;9;1.0;1;False;3.28;35.0;0.0;68;True;False;False;False
8;22;0.0;4;True;26.78;70.0;13.0;262;True;False;False;False
5;2;0.0;3;True;20.2;83.0;11.0;12;False;True;False;False
3;15;0.0;1;True;14.56;29.0;41.0;223;True;False;False;False
4;13;0.0;2;True;21.14;29.0;17.0;239;True;False;False;False
11;7;0.0;0;False;2.34;51.0;7.0;21;False;True;False;False
9;15;0.0;6;False;20.2;43.0;17.0;727;True;False;False;False
6;14;0.0;0;False;22.08;53.0;0.0;582;True;False;False;False
12;7;0.0;4;True;3.28;70.0;15.0;90;True;False;False;False
1;18;0.0;2;True;10.8;62.0;6.0;423;True;False;False;False
3;13;0.0;0;False;8.92;37.0;24.0;364;True;False;False;False
3;11;0.0;5;True;8.92;34.0;24.0;187;False;True;False;False
6;6;0.0;5;True;26.78;66.0;0.0;122;False;True;False;False
12;18;0.0;2;True;15.5;63.0;15.0;731;True;False;False;False
12;22;0.0;4;True;3.28;60.0;19.0;44;False;True;False;False
12;23;1.0;2;False;5.16;65.0;17.0;30;False;True;False;False
8;17;0.0;3;True;26.78;55.0;15.0;783;False;False;False;True
2;20;0.0;1;True;6.1;42.0;11.0;214;True;False;False;False
10;11;0.0;4;True;24.9;70.0;7.0;214;False;True;False;False
9;3;0.0;6;False;18.32;83.0;19.0;45;True;False;False;False
1;9;0.0;3;True;3.28;70.0;17.0;236;True;False;False;False
3;7;0.0;2;True;2.34;37.0;13.0;286;True;False;False;False
6;5;0.0;0;False;21.14;69.0;6.0;13;True;False;False;False
2;4;0.0;0;False;3.28;41.0;13.0;6;True;False;False;False
4;9;0.0;2;True;10.8;47.0;24.0;308;True;False;False;False
3;0;0.0;4;True;17.38;49.0;9.0;60;True;False;False;False
8;3;0.0;5;True;22.08;65.0;7.0;6;True;False;False;False
2;6;0.0;5;True;5.16;96.0;9.0;71;False;True;False;False
3;12;0.0;6;False;6.1;33.0;22.0;329;True;False;False;False
4;5;0.0;2;True;7.98;71.0;9.0;24;True;False;False;False
8;17;0.0;0;False;22.08;89.0;15.0;233;True;False;False;False
7;8;0.0;5;True;27.72;66.0;6.0;676;True;False;False;False
12;1;0.0;5;True;3.28;70.0;13.0;28;False;True;False;False
10;6;0.0;1;True;12.68;77.0;7.0;155;True;False;False;False
12;5;0.0;6;False;4.22;75.0;0.0;3;False;True;False;False
10;21;0.0;0;False;12.68;88.0;28.0;46;False;False;False;True
4;3;0.0;6;False;8.92;66.0;6.0;32;True;False;False;False
2;21;0.0;6;False;3.28;35.0;22.0;85;True;False;False;False
7;22;0.0;3;True;24.9;58.0;9.0;278;True;False;False;False
2;12;0.0;5;True;7.98;46.0;9.0;216;True;False;False;False
12;15;0.0;4;True;8.92;34.0;9.0;280;True;False;False;False
5;23;0.0;3;True;14.56;82.0;13.0;55;False;False;False;True
9;2;0.0;6;False;17.38;56.0;15.0;92;False;True;False;False
5;21;0.0;6;False;25.84;62.0;13.0;251;False;True;False;False
1;18;0.0;6;False;1.4;75.0;26.0;110;False;True;False;False
4;18;0.0;5;True;16.44;25.0;24.0;654;True;False;False;False
8;9;0.0;1;True;23.02;83.0;7.0;342;True;False;False;False
8;19;0.0;6;False;23.02;89.0;7.0;275;False;True;False;False
1;16;0.0;2;True;11.74;38.0;24.0;240;True;False;False;False
7;13;0.0;2;True;35.24;31.0;13.0;221;True;False;False;False
7;18;0.0;0;False;28.66;62.0;7.0;253;True;False;False;False
5;7;0.0;0;False;16.44;83.0;11.0;36;False;False;False;True
2;12;0.0;2;True;6.1;52.0;15.0;172;False;True;False;False
6;2;0.0;5;True;18.32;83.0;7.0;15;True;False;False;False
10;11;0.0;1;True;18.32;37.0;11.0;211;True;False;False;False
6;19;0.0;3;True;24.9;34.0;26.0;671;True;False;False;False
1;1;0.0;5;True;2.34;75.0;0.0;8;True;False;False;False
6;11;0.0;2;True;23.02;69.0;9.0;230;True;False;False;False
5;23;0.0;3;True;23.02;65.0;7.0;160;True;False;False;False
1;5;0.0;0;False;5.16;81.0;7.0;5;True;False;False;False
8;9;0.0;4;True;25.84;54.0;7.0;337;True;False;False;False
1;19;0.0;5;True;1.4;37.0;7.0;192;False;True;False;False
6;18;0.0;6;False;33.36;35.0;0.0;339;True;False;False;False
11;23;0.0;0;False;2.34;69.0;6.0;41;True;False;False;False
3;15;0.0;3;True;24.9;24.0;0.0;283;True;False;False;False
3;6;0.0;4;True;11.74;77.0;17.0;109;True;False;False;False
1;7;0.0;4;True;5.16;81.0;6.0;239;False;True;False;False
4;5;0.0;5;True;7.04;53.0;22.0;23;True;False;False;False
7;18;0.0;4;True;34.3;39.0;22.0;607;False;True;False;False
1;6;0.0;2;True;5.16;52.0;11.0;104;True;False;False;False
1;11;0.0;4;True;7.98;81.0;7.0;119;False;True;False;False
9;17;0.0;6;False;19.26;83.0;13.0;171;False;False;False;True
1;10;0.0;2;True;-0.48;47.0;31.0;60;True;False;False;False
3;12;0.0;1;True;4.22;52.0;0.0;137;False;True;False;False
7;19;0.0;5;True;30.54;52.0;13.0;516;True;False;False;False
3;5;0.0;2;True;16.44;94.0;0.0;20;False;True;False;False
11;11;0.0;5;True;10.8;47.0;20.0;251;True;False;False;False
7;6;0.0;2;True;24.9;65.0;9.0;154;True;False;False;False
2;21;0.0;3;True;14.56;33.0;19.0;239;False;True;False;False
11;2;0.0;0;False;7.04;87.0;7.0;70;True;False;False;False
8;22;0.0;4;True;23.02;69.0;15.0;259;False;True;False;False
8;18;0.0;0;False;28.66;35.0;7.0;491;True;False;False;False
1;20;0.0;4;True;6.1;49.0;0.0;177;True;False;False;False
3;4;0.0;1;True;7.98;61.0;13.0;3;True;False;False;False
6;20;0.0;6;False;30.54;52.0;11.0;292;True;False;False;False
12;21;0.0;0;False;3.28;70.0;0.0;42;True;False;False;False
6;3;0.0;6;False;18.32;73.0;17.0;26;True;False;False;False
7;5;0.0;1;True;23.02;83.0;15.0;28;False;True;False;False
6;17;0.0;3;True;30.54;24.0;26.0;843;True;False;False;False
11;23;0.0;3;True;4.22;48.0;9.0;78;True;False;False;False
4;14;0.0;3;True;12.68;72.0;7.0;51;False;False;False;True
12;2;1.0;2;False;4.22;87.0;11.0;7;False;True;False;False
8;1;0.0;3;True;23.02;83.0;6.0;33;True;False;False;False
7;20;0.0;2;True;26.78;66.0;11.0;523;True;False;False;False
11;8;0.0;3;True;4.22;60.0;19.0;601;False;True;False;False
7;22;0.0;3;True;27.72;58.0;6.0;288;True;False;False;False
4;8;0.0;0;False;8.92;76.0;6.0;125;False;True;False;False
9;1;0.0;2;True;15.5;63.0;0.0;10;True;False;False;False
10;23;0.0;3;True;19.26;68.0;6.0;123;False;True;False;False
3;12;0.0;0;False;12.68;88.0;9.0;503;False;True;False;False
11;12;0.0;1;True;8.92;43.0;22.0;244;True;False;False;False
9;7;0.0;2;True;22.08;89.0;30.0;356;False;True;False;False
4;16;1.0;1;False;29.6;33.0;31.0;358;True;False;False;False
9;17;0.0;0;False;21.14;35.0;19.0;575;True;False;False;False
3;23;0.0;1;True;18.32;78.0;9.0;54;False;True;False;False
4;18;0.0;1;True;17.38;34.0;20.0;646;True;False;False;False
11;0;0.0;3;True;4.22;75.0;17.0;23;False;True;False;False
12;11;0.0;2;True;14.56;63.0;15.0;269;True;False;False;False
10;19;0.0;6;False;16.44;72.0;15.0;300;False;True;False;False
10;18;0.0;4;True;18.32;64.0;22.0;788;False;True;False;False
3;15;0.0;4;True;16.44;39.0;24.0;307;True;False;False;False
9;1;0.0;3;True;19.26;64.0;22.0;29;True;False;False;False
11;2;0.0;0;False;2.34;44.0;24.0;28;True;False;False;False
6;23;0.0;5;True;30.54;63.0;13.0;48;False;False;False;True
6;14;0.0;0;False;23.96;36.0;22.0;678;True;False;False;False
9;1;0.0;3;True;17.38;68.0;17.0;12;False;True;False;False
9;14;0.0;4;True;25.84;39.0;9.0;274;True;False;False;False
8;23;0.0;6;False;27.72;66.0;20.0;222;True;False;False;False
4;0;0.0;3;True;12.68;38.0;0.0;36;True;False;False;False
5;18;0.0;4;True;25.84;54.0;22.0;752;True;False;False;False
12;8;0.0;0;False;10.8;87.0;11.0;69;False;False;False;True
9;7;0.0;2;True;23.96;89.0;7.0;493;False;True;False;False
7;15;0.0;2;True;30.54;49.0;20.0;285;True;False;False;False
9;8;0.0;4;True;24.9;79.0;0.0;646;False;False;False;True
1;8;0.0;5;True;3.28;52.0;24.0;419;True;False;False;False
5;1;0.0;4;True;13.62;88.0;7.0;24;False;True;False;False
1;3;0.0;0;False;4.22;28.0;13.0;21;True;False;False;False
7;2;0.0;2;True;24.9;74.0;9.0;16;True;False;False;False
11;4;0.0;6;False;4.22;41.0;30.0;3;True;False;False;False
3;7;0.0;0;False;10.8;94.0;22.0;39;False;True;False;False
2;0;0.0;4;True;3.28;87.0;11.0;26;False;True;False;False
3;17;0.0;3;True;20.2;69.0;6.0;729;True;False;False;False
4;19;0.0;2;True;16.44;20.0;24.0;479;True;False;False;False
4;9;0.0;4;True;10.8;37.0;17.0;351;True;False;False;False
12;18;0.0;0;False;8.92;93.0;6.0;198;False;False;False;True
10;12;1.0;1;False;11.74;63.0;11.0;341;False;True;False;False
11;5;0.0;4;True;6.1;61.0;15.0;37;False;True;False;False
3;9;0.0;5;True;7.98;42.0;35.0;284;False;True;False;False
3;14;0.0;0;False;8.92;34.0;24.0;332;True;False;False;False
6;10;0.0;5;True;29.6;52.0;24.0;185;True;False;False;False
5;18;0.0;0;False;27.72;58.0;20.0;518;True;False;False;False
8;9;0.0;2;True;24.9;74.0;9.0;327;False;True;False;False
7;9;0.0;3;True;25.84;37.0;20.0;342;True;False;False;False
3;7;0.0;1;True;12.68;72.0;13.0;370;True;False;False;False
4;4;0.0;2;True;7.98;71.0;9.0;2;True;False;False;False
5;11;0.0;2;True;20.2;78.0;0.0;189;False;True;False;False
7;19;0.0;6;False;23.96;83.0;0.0;338;True;False;False;False
1;2;0.0;6;False;8.92;50.0;7.0;38;True;False;False;False
2;22;0.0;4;True;7.04;49.0;28.0;109;True;False;False;False
8;9;0.0;2;True;24.9;79.0;11.0;395;False;True;False;False
8;22;0.0;2;True;24.9;54.0;0.0;216;True;False;False;False
4;11;0.0;2;True;20.2;33.0;28.0;239;True;False;False;False
9;16;0.0;3;True;21.14;35.0;0.0;466;True;False;False;False
2;11;1.0;1;False;4.22;48.0;24.0;208;True;False;False;False
7;0;0.0;2;True;24.9;70.0;6.0;69;True;False;False;False
12;4;0.0;1;True;8.92;100.0;0.0;5;False;False;False;True
9;23;0.0;2;True;20.2;56.0;22.0;98;True;False;False;False
5;9;0.0;2;True;25.84;70.0;17.0;257;True;False;False;False
10;22;0.0;5;True;16.44;83.0;9.0;217;False;True;False;False
3;18;0.0;2;True;20.2;69.0;17.0;801;True;False;False;False
2;17;0.0;2;True;11.74;26.0;6.0;530;True;False;False;False
7;12;0.0;3;True;28.66;43.0;0.0;292;False;True;False;False
2;10;0.0;0;False;4.22;41.0;11.0;188;True;False;False;False
5;0;0.0;4;True;20.2;83.0;6.0;56;True;False;False;False
4;21;0.0;0;False;16.44;48.0;9.0;204;True;False;False;False
12;14;0.0;5;True;6.1;49.0;9.0;261;False;True;False;False
7;2;0.0;5;True;24.9;79.0;9.0;26;True;False;False;False
6;0;0.0;6;False;18.32;83.0;9.0;86;False;True;False;False
12;6;0.0;0;False;3.28;52.0;28.0;8;False;True;False;False
5;18;0.0;1;True;19.26;83.0;0.0;300;False;True;False;False
1;19;0.0;0;False;7.04;49.0;13.0;112;True;False;False;False
1;15;0.0;5;True;4.22;33.0;39.0;138;True;False;False;False
3;14;0.0;4;True;21.14;43.0;43.0;203;False;True;False;False
3;17;0.0;2;True;8.92;34.0;19.0;446;True;False;False;False
1;5;0.0;2;True;-1.42;54.0;13.0;12;True;False;False;False
10;2;0.0;4;True;11.74;50.0;9.0;11;True;False;False;False
11;19;0.0;3;True;6.1;56.0;20.0;319;False;True;False;False
12;5;0.0;3;True;2.34;69.0;19.0;11;False;True;False;False
2;18;0.0;1;True;7.98;25.0;17.0;405;True;False;False;False
7;12;0.0;0;False;27.72;55.0;22.0;511;True;False;False;False
9;21;0.0;4;True;21.14;83.0;20.0;253;False;False;False;True
5;1;0.0;4;True;20.2;88.0;6.0;30;True;False;False;False
3;19;0.0;2;True;19.26;73.0;9.0;555;True;False;False;False
9;10;0.0;0;False;19.26;46.0;11.0;479;True;False;False;False
12;23;0.0;4;True;3.28;60.0;17.0;26;False;True;False;False
3;10;0.0;2;True;17.38;88.0;13.0;163;True;False;False;False
7;11;0.0;1;True;29.6;52.0;11.0;198;False;True;False;False
11;8;0.0;5;True;7.04;57.0;7.0;687;True;False;False;False
1;4;0.0;3;True;7.98;46.0;35.0;1;True;False;False;False
1;21;0.0;2;True;7.04;66.0;6.0;116;True;False;False;False
6;3;0.0;5;True;18.32;83.0;11.0;5;True;False;False;False
7;18;0.0;0;False;33.36;32.0;24.0;370;True;False;False;False
8;0;0.0;4;True;22.08;78.0;0.0;60;True;False;False;False
6;18;0.0;3;True;25.84;32.0;30.0;744;True;False;False;False
12;16;0.0;3;True;4.22;87.0;24.0;13;False;False;False;True
12;20;0.0;0;False;11.74;82.0;13.0;154;False;True;False;False
8;15;0.0;3;True;31.48;44.0;13.0;278;False;True;False;False
12;9;0.0;1;True;0.46;64.0;7.0;157;False;True;False;False
2;2;0.0;2;True;10.8;54.0;7.0;3;True;False;False;False
3;21;0.0;2;True;8.92;37.0;11.0;221;True;False;False;False
11;1;0.0;5;True;5.16;81.0;6.0;13;True;False;False;False
2;19;0.0;0;False;6.1;52.0;15.0;69;True;False;False;False
10;20;0.0;3;True;24.9;65.0;0.0;497;True;False;False;False
5;10;0.0;6;False;18.32;49.0;6.0;411;True;False;False;False
4;8;0.0;0;False;10.8;30.0;13.0;84;True;False;False;False
10;10;0.0;1;True;15.5;55.0;0.0;212;True;False;False;False
11;7;0.0;3;True;4.22;56.0;20.0;319;False;True;False;False
11;6;0.0;3;True;4.22;65.0;15.0;136;False;True;False;False
6;13;0.0;1;True;19.26;73.0;9.0;225;False;True;False;False
3;2;0.0;3;True;6.1;56.0;19.0;4;True;False;False;False
2;18;0.0;0;False;7.98;36.0;19.0;216;True;False;False;False
9;0;0.0;2;True;16.44;59.0;7.0;32;True;False;False;False
3;19;0.0;4;True;14.56;39.0;19.0;468;True;False;False;False
6;14;0.0;4;True;33.36;37.0;11.0;176;True;False;False;False
1;23;1.0;1;False;2.34;44.0;17.0;34;True;False;False;False
7;11;0.0;1;True;28.66;55.0;9.0;215;False;True;False;False
5;4;1.0;1;False;20.2;78.0;9.0;6;True;False;False;False
6;15;0.0;6;False;22.08;38.0;17.0;702;True;False;False;False
9;17;0.0;6;False;20.2;38.0;24.0;712;True;False;False;False
7;0;0.0;0;False;20.2;88.0;7.0;113;False;True;False;False
2;18;0.0;2;True;9.86;46.0;20.0;406;False;True;False;False
5;0;0.0;1;True;19.26;88.0;20.0;40;False;False;False;True
8;20;0.0;1;True;26.78;70.0;13.0;416;True;False;False;False
11;14;0.0;3;True;8.92;43.0;9.0;181;True;False;False;False
7;23;0.0;1;True;24.9;65.0;7.0;131;False;True;False;False
7;7;0.0;6;False;22.08;78.0;19.0;48;True;False;False;False
4;3;0.0;6;False;8.92;32.0;17.0;28;True;False;False;False
12;2;0.0;6;False;3.28;70.0;0.0;19;False;True;False;False
7;2;0.0;0;False;30.54;52.0;7.0;70;True;False;False;False
10;3;0.0;0;False;9.86;66.0;6.0;41;True;False;False;False
6;20;0.0;0;False;27.72;48.0;11.0;363;True;False;False;False
8;3;0.0;3;True;21.14;78.0;0.0;7;True;False;False;False
4;7;0.0;3;True;5.16;52.0;9.0;321;True;False;False;False
11;15;0.0;1;True;9.86;40.0;19.0;231;True;False;False;False
3;18;0.0;2;True;11.74;17.0;6.0;644;True;False;False;False
1;11;0.0;1;True;4.22;56.0;6.0;88;False;True;False;False
1;0;0.0;1;True;0.46;86.0;0.0;19;False;True;False;False
2;16;0.0;0;False;7.04;45.0;19.0;212;False;True;False;False
2;21;0.0;5;True;7.98;49.0;7.0;134;True;False;False;False
3;0;0.0;6;False;6.1;36.0;24.0;77;True;False;False;False
2;6;0.0;5;True;1.4;59.0;13.0;64;True;False;False;False
2;16;0.0;6;False;7.98;61.0;11.0;143;False;True;False;False
6;9;0.0;5;True;27.72;55.0;11.0;300;True;False;False;False
1;7;0.0;5;True;4.22;60.0;15.0;177;True;False;False;False
6;1;0.0;5;True;22.08;53.0;15.0;34;True;False;False;False
8;5;0.0;6;False;22.08;73.0;11.0;14;False;True;False;False
12;15;0.0;3;True;4.22;87.0;24.0;13;False;False;False;True
5;22;0.0;0;False;21.14;73.0;22.0;145;True;False;False;False
11;8;0.0;5;True;2.34;80.0;6.0;729;False;True;False;False
4;2;0.0;3;True;7.04;45.0;19.0;2;True;False;False;False
2;14;0.0;3;True;11.74;41.0;24.0;134;True;False;False;False
3;16;0.0;6;False;15.5;63.0;20.0;535;False;True;False;False
11;10;0.0;2;True;6.1;75.0;26.0;94;False;False;False;True
10;19;0.0;4;True;12.68;51.0;9.0;743;True;False;False;False
12;15;0.0;6;False;7.04;33.0;39.0;153;True;False;False;False
9;10;0.0;1;True;21.14;65.0;13.0;202;False;True;False;False
12;13;0.0;5;True;8.92;50.0;15.0;313;True;False;False;False
4;21;0.0;4;True;16.44;55.0;7.0;267;True;False;False;False
7;2;0.0;2;True;25.84;70.0;6.0;7;True;False;False;False
2;5;0.0;5;True;5.16;93.0;11.0;16;False;True;False;False
8;23;0.0;1;True;20.2;83.0;0.0;102;False;True;False;False
1;14;0.0;0;False;-0.48;80.0;11.0;182;False;True;False;False
5;20;0.0;0;False;20.2;64.0;13.0;276;True;False;False;False
5;11;0.0;3;True;19.26;81.0;9.0;184;False;True;False;False
11;15;0.0;3;True;13.62;36.0;6.0;449;True;False;False;False
11;16;0.0;1;True;8.92;43.0;19.0;360;True;False;False;False
1;7;0.0;2;True;0.46;93.0;11.0;222;False;True;False;False
7;13;0.0;3;True;36.18;33.0;0.0;203;True;False;False;False
8;1;0.0;3;True;24.9;61.0;0.0;37;True;False;False;False
3;15;0.0;5;True;25.84;42.0;9.0;472;False;True;False;False
7;23;0.0;2;True;23.02;83.0;11.0;147;False;True;False;False
2;1;0.0;3;True;7.04;49.0;7.0;6;True;False;False;False
7;9;0.0;6;False;28.66;59.0;7.0;337;True;False;False;False
7;15;0.0;4;True;31.48;47.0;6.0;292;True;False;False;False
9;2;0.0;6;False;23.02;89.0;22.0;77;True;False;False;False
6;21;0.0;6;False;22.08;50.0;15.0;290;False;True;False;False
9;22;0.0;4;True;20.2;69.0;9.0;251;True;False;False;False
2;18;0.0;4;True;7.98;87.0;9.0;353;False;False;False;True
9;8;0.0;1;True;15.5;55.0;13.0;750;True;False;False;False
8;1;0.0;2;True;20.2;83.0;9.0;33;False;True;False;False
4;9;0.0;1;True;9.86;54.0;24.0;317;True;False;False;False
7;22;0.0;0;False;26.78;70.0;6.0;122;False;False;False;True
3;15;0.0;0;False;8.92;32.0;35.0;334;True;False;False;False
1;1;0.0;4;True;-1.42;50.0;11.0;5;True;False;False;False
6;9;0.0;1;True;24.9;65.0;9.0;316;True;False;False;False
9;14;0.0;3;True;26.78;48.0;19.0;277;True;False;False;False
6;15;0.0;6;False;31.48;20.0;20.0;555;True;False;False;False
11;16;0.0;0;False;6.1;39.0;15.0;228;True;False;False;False
1;2;0.0;5;True;10.8;76.0;24.0;14;True;False;False;False
10;15;0.0;6;False;15.5;36.0;13.0;615;True;False;False;False
5;5;0.0;4;True;13.62;88.0;17.0;21;False;True;False;False
10;18;0.0;5;True;18.32;83.0;7.0;233;True;False;False;False
8;5;0.0;0;False;25.84;74.0;17.0;19;True;False;False;False
2;14;0.0;2;True;7.04;53.0;26.0;124;False;True;False;False
7;16;0.0;3;True;29.6;29.0;11.0;484;True;False;False;False
6;23;0.0;5;True;21.14;53.0;17.0;222;True;False;False;False
4;3;0.0;6;False;15.5;82.0;15.0;29;True;False;False;False
11;7;0.0;1;True;8.92;66.0;20.0;386;False;True;False;False
7;0;0.0;4;True;26.78;66.0;6.0;66;True;False;False;False
7;16;0.0;2;True;35.24;29.0;11.0;381;True;False;False;False
7;17;0.0;4;True;27.72;43.0;15.0;795;True;False;False;False
1;21;0.0;1;True;4.22;100.0;19.0;120;False;True;False;False
4;0;0.0;4;True;11.74;77.0;0.0;25;False;False;False;True
7;7;0.0;1;True;24.9;84.0;9.0;421;True;False;False;False
3;23;0.0;6;False;8.92;76.0;19.0;112;False;True;False;False
8;8;0.0;3;True;22.08;73.0;6.0;740;True;False;False;False
3;16;0.0;6;False;8.92;23.0;0.0;390;True;False;False;False
4;3;0.0;2;True;9.86;46.0;0.0;3;True;False;False;False
1;8;0.0;1;True;1.4;86.0;9.0;272;False;False;False;True
12;20;0.0;1;True;3.28;93.0;9.0;23;False;False;False;True
7;13;0.0;0;False;36.18;38.0;17.0;337;True;False;False;False
11;8;0.0;1;True;8.92;66.0;20.0;663;False;True;False;False
11;10;0.0;0;False;3.28;48.0;17.0;139;True;False;False;False
8;12;0.0;1;True;27.72;62.0;0.0;283;True;False;False;False
10;23;0.0;4;True;17.38;83.0;0.0;117;False;True;False;False
5;15;0.0;4;True;27.72;33.0;20.0;290;True;False;False;False
2;15;0.0;2;True;11.74;38.0;30.0;145;False;True;False;False
3;7;0.0;6;False;8.92;93.0;9.0;16;False;True;False;False
6;15;0.0;0;False;32.42;28.0;15.0;487;True;False;False;False
8;17;0.0;6;False;26.78;66.0;24.0;512;False;False;False;True
12;5;0.0;3;True;4.22;60.0;13.0;37;True;False;False;False
10;23;0.0;4;True;11.74;58.0;6.0;186;True;False;False;False
5;16;0.0;3;True;24.9;61.0;6.0;278;False;False;False;True
10;4;0.0;3;True;13.62;88.0;7.0;6;False;True;False;False
1;21;0.0;2;True;-3.3;36.0;15.0;68;True;False;False;False
12;15;0.0;5;True;6.1;49.0;0.0;225;False;True;False;False
9;9;0.0;2;True;20.2;49.0;0.0;358;True;False;False;False
1;11;0.0;1;True;4.22;38.0;0.0;99;True;False;False;False
1;21;0.0;5;True;3.28;41.0;19.0;102;True;False;False;False
5;21;1.0;1;False;27.72;66.0;19.0;247;True;False;False;False
9;20;1.0;1;False;25.84;76.0;7.0;261;True;False;False;False
5;18;0.0;4;True;26.78;30.0;13.0;785;True;False;False;False
4;10;0.0;0;False;15.5;25.0;15.0;299;True;False;False;False
1;11;0.0;0;False;-0.48;47.0;15.0;165;True;False;False;False
3;2;0.0;4;True;13.62;63.0;26.0;11;True;False;False;False
4;20;0.0;3;True;22.08;27.0;15.0;372;True;False;False;False
4;4;0.0;6;False;8.92;71.0;7.0;14;True;False;False;False
7;0;0.0;0;False;30.54;56.0;9.0;147;True;False;False;False
7;19;0.0;0;False;31.48;39.0;9.0;382;True;False;False;False
7;9;0.0;1;True;23.02;83.0;11.0;363;False;True;False;False
9;16;0.0;4;True;25.84;58.0;22.0;472;False;True;False;False
2;21;0.0;3;True;7.98;53.0;11.0;178;True;False;False;False
2;3;0.0;0;False;3.28;41.0;13.0;21;True;False;False;False
7;16;0.0;4;True;35.24;33.0;17.0;433;True;False;False;False
5;10;0.0;2;True;21.14;78.0;17.0;174;True;False;False;False
9;20;0.0;3;True;23.02;69.0;13.0;434;True;False;False;False
2;18;0.0;3;True;10.8;87.0;0.0;192;False;False;False;True
9;21;1.0;1;False;25.84;76.0;7.0;184;True;False;False;False
12;13;0.0;6;False;7.98;76.0;0.0;509;False;True;False;False
9;9;0.0;6;False;20.2;43.0;28.0;342;True;False;False;False
8;0;0.0;2;True;20.2;83.0;6.0;59;False;True;False;False
7;3;0.0;2;True;25.84;66.0;0.0;3;True;False;False;False
10;0;0.0;0;False;10.8;71.0;17.0;111;True;False;False;False
12;17;0.0;1;True;10.8;94.0;17.0;495;False;True;False;False
3;1;0.0;3;True;6.1;61.0;20.0;5;True;False;False;False
9;21;0.0;6;False;16.44;55.0;9.0;292;True;False;False;False
1;8;0.0;5;True;2.34;64.0;17.0;425;True;False;False;False
9;18;0.0;4;True;20.2;56.0;17.0;900;True;False;False;False
12;0;0.0;4;True;4.22;48.0;19.0;44;True;False;False;False
9;23;0.0;3;True;18.32;68.0;7.0;127;True;False;False;False
