month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count
8;4;0.0;3;True;0;20.2;73.0;15.0;10
11;7;0.0;0;False;0;6.1;89.0;6.0;68
1;14;0.0;2;True;0;12.68;62.0;33.0;132
5;20;0.0;3;True;3;15.5;82.0;15.0;51
1;15;0.0;6;False;0;3.28;38.0;20.0;226
11;5;0.0;2;True;1;2.34;64.0;13.0;41
12;18;0.0;0;False;1;12.68;72.0;7.0;203
10;7;0.0;2;True;0;11.74;67.0;6.0;525
6;17;0.0;0;False;0;24.9;34.0;17.0;578
6;15;0.0;4;True;0;26.78;30.0;0.0;333
8;4;0.0;3;True;0;24.9;84.0;0.0;7
9;11;0.0;5;True;1;23.96;61.0;7.0;280
12;3;0.0;3;True;0;4.22;60.0;9.0;10
1;2;0.0;3;True;0;5.16;70.0;13.0;6
8;23;0.0;3;True;0;22.08;83.0;0.0;140
7;7;0.0;1;True;0;25.84;70.0;6.0;483
8;9;0.0;5;True;1;26.78;66.0;7.0;396
9;7;0.0;1;True;0;13.62;67.0;9.0;530
3;22;0.0;5;True;1;12.68;94.0;0.0;148
1;7;0.0;4;True;1;7.98;87.0;19.0;220
3;18;0.0;1;True;3;5.16;55.0;44.0;375
2;19;0.0;0;False;0;-0.48;40.0;19.0;80
11;21;0.0;0;False;0;12.68;67.0;15.0;171
6;9;0.0;3;True;0;23.02;41.0;24.0;282
1;9;0.0;3;True;1;1.4;86.0;9.0;225
12;0;0.0;4;True;3;4.22;87.0;20.0;3
4;8;0.0;4;True;3;13.62;82.0;13.0;362
10;9;0.0;0;False;1;15.5;55.0;28.0;330
4;21;0.0;2;True;0;18.32;26.0;20.0;297
8;13;0.0;6;False;0;29.6;49.0;24.0;569
7;15;0.0;1;True;0;32.42;47.0;17.0;237
7;1;0.0;2;True;0;23.02;83.0;9.0;21
10;5;0.0;2;True;1;9.86;82.0;13.0;19
12;4;0.0;2;True;1;7.98;76.0;19.0;8
12;2;0.0;4;True;0;7.04;66.0;0.0;8
6;5;0.0;2;True;1;20.2;78.0;13.0;37
7;3;0.0;0;False;0;29.6;59.0;7.0;35
12;12;0.0;2;True;3;14.56;48.0;17.0;313
3;14;0.0;3;True;0;16.44;36.0;22.0;175
5;1;0.0;5;True;0;13.62;51.0;9.0;46
5;3;0.0;2;True;1;16.44;68.0;19.0;6
7;5;0.0;6;False;0;26.78;74.0;13.0;14
9;1;0.0;3;True;0;24.9;84.0;13.0;13
2;5;0.0;6;False;0;3.28;81.0;6.0;4
3;17;0.0;0;False;0;16.44;27.0;20.0;498
9;18;0.0;0;False;0;16.44;59.0;30.0;401
5;11;0.0;6;False;0;21.14;41.0;6.0;522
4;23;0.0;4;True;0;15.5;63.0;7.0;144
12;12;0.0;4;True;0;8.92;40.0;17.0;282
1;0;0.0;0;False;0;-0.48;47.0;22.0;59
2;18;0.0;2;True;0;9.86;40.0;30.0;425
6;23;0.0;2;True;0;17.38;56.0;6.0;113
9;1;0.0;0;False;0;17.38;52.0;24.0;142
2;11;0.0;1;True;0;8.92;43.0;17.0;103
5;22;0.0;6;False;0;24.9;74.0;17.0;204
12;10;0.0;3;True;3;1.4;86.0;20.0;8
2;15;0.0;5;True;3;10.8;87.0;13.0;94
5;17;0.0;1;True;1;20.2;53.0;22.0;769
9;21;0.0;4;True;0;21.14;65.0;7.0;317
7;22;0.0;6;False;0;23.02;78.0;6.0;276
1;15;0.0;2;True;0;12.68;62.0;33.0;129
1;16;1.0;1;False;0;4.22;35.0;28.0;154
2;14;0.0;6;False;1;4.22;81.0;17.0;243
8;6;0.0;2;True;1;24.9;79.0;13.0;179
1;12;0.0;5;True;0;8.92;50.0;17.0;191
12;2;0.0;0;False;1;6.1;87.0;0.0;74
9;18;0.0;3;True;0;27.72;75.0;13.0;839
5;11;0.0;1;True;1;20.2;83.0;11.0;106
11;10;1.0;4;False;0;8.92;57.0;7.0;219
9;19;0.0;4;True;0;23.02;65.0;9.0;559
9;22;0.0;4;True;3;21.14;83.0;20.0;47
3;23;0.0;0;False;0;4.22;41.0;13.0;26
3;15;0.0;2;True;0;11.74;20.0;0.0;200
11;2;0.0;5;True;1;6.1;70.0;11.0;9
7;18;0.0;2;True;1;32.42;30.0;0.0;627
6;2;0.0;6;False;0;19.26;53.0;0.0;67
10;1;0.0;0;False;1;15.5;72.0;19.0;133
6;16;0.0;1;True;0;23.02;39.0;31.0;448
7;3;0.0;1;True;3;24.9;89.0;13.0;5
3;17;0.0;0;False;0;18.32;64.0;6.0;541
3;11;0.0;6;False;0;13.62;72.0;9.0;463
8;6;0.0;5;True;0;21.14;78.0;9.0;157
3;15;0.0;2;True;1;21.14;69.0;7.0;244
9;5;0.0;1;True;0;15.5;72.0;17.0;40
8;19;0.0;5;True;0;29.6;49.0;9.0;452
6;22;0.0;1;True;0;23.02;29.0;26.0;187
5;13;0.0;0;False;0;23.96;54.0;17.0;602
4;6;0.0;5;True;0;6.1;49.0;26.0;80
1;6;0.0;2;True;1;0.46;93.0;13.0;79
3;9;0.0;6;False;3;9.86;87.0;6.0;94
4;9;0.0;4;True;0;8.92;57.0;24.0;287
6;4;0.0;1;True;0;22.08;78.0;9.0;7
11;22;0.0;5;True;0;12.68;33.0;35.0;79
9;16;0.0;0;False;0;26.78;70.0;0.0;474
12;21;0.0;3;True;1;6.1;52.0;17.0;202
7;11;0.0;0;False;0;27.72;55.0;15.0;509
7;15;0.0;1;True;0;31.48;36.0;13.0;234
6;18;0.0;3;True;0;29.6;27.0;22.0;804
6;3;0.0;0;False;0;16.44;63.0;7.0;50
1;17;0.0;0;False;0;9.86;40.0;15.0;219
3;10;0.0;3;True;0;8.92;50.0;20.0;147
5;18;0.0;0;False;0;24.9;51.0;22.0;474
3;11;0.0;4;True;1;17.38;60.0;31.0;204
10;21;0.0;3;True;1;23.02;74.0;0.0;209
3;7;0.0;0;False;3;11.74;88.0;11.0;42
6;14;0.0;1;True;0;21.14;41.0;33.0;270
5;13;0.0;4;True;0;17.38;39.0;30.0;318
2;20;1.0;1;False;0;7.98;34.0;13.0;126
11;2;0.0;1;True;1;6.1;56.0;11.0;6
9;7;0.0;1;True;0;16.44;77.0;0.0;492
10;15;0.0;5;True;0;16.44;42.0;30.0;455
9;9;0.0;0;False;1;24.9;84.0;0.0;232
6;22;0.0;2;True;0;25.84;79.0;6.0;291
7;7;0.0;6;False;0;25.84;70.0;9.0;76
3;8;0.0;5;True;1;10.8;87.0;15.0;562
9;0;0.0;0;False;0;21.14;38.0;17.0;180
3;16;0.0;6;False;0;22.08;50.0;0.0;685
10;1;0.0;5;True;3;17.38;88.0;0.0;16
6;7;0.0;6;False;0;22.08;89.0;11.0;92
10;1;0.0;3;True;1;13.62;88.0;0.0;8
9;14;0.0;4;True;1;27.72;45.0;6.0;258
4;22;0.0;1;True;0;7.04;76.0;13.0;89
6;18;0.0;1;True;0;22.08;38.0;26.0;822
3;3;0.0;6;False;0;4.22;41.0;20.0;16
5;0;0.0;5;True;0;13.62;55.0;7.0;64
11;22;0.0;3;True;3;6.1;56.0;17.0;60
3;12;0.0;1;True;0;14.56;39.0;15.0;221
9;21;0.0;3;True;0;25.84;79.0;0.0;296
11;17;0.0;5;True;0;8.92;46.0;13.0;580
2;10;0.0;2;True;0;6.1;42.0;20.0;132
2;22;0.0;1;True;0;6.1;65.0;9.0;87
2;4;0.0;4;True;0;10.8;76.0;15.0;1
11;1;0.0;6;False;0;6.1;81.0;6.0;76
1;16;1.0;1;False;0;4.22;44.0;24.0;180
2;14;0.0;4;True;0;17.38;37.0;17.0;192
4;12;0.0;0;False;1;11.74;67.0;15.0;445
9;4;0.0;5;True;0;17.38;77.0;0.0;12
11;4;0.0;0;False;0;7.04;81.0;7.0;11
3;22;0.0;2;True;0;5.16;56.0;11.0;106
7;7;0.0;0;False;0;29.6;66.0;0.0;52
10;23;0.0;4;True;0;20.2;56.0;6.0;155
9;0;0.0;5;True;0;18.32;73.0;6.0;87
6;23;0.0;2;True;3;23.02;94.0;15.0;89
10;0;0.0;4;True;0;12.68;51.0;9.0;42
1;6;0.0;2;True;0;-1.42;59.0;19.0;85
12;5;0.0;0;False;1;4.22;93.0;0.0;8
5;11;0.0;6;False;0;21.14;38.0;6.0;586
10;19;0.0;0;False;1;10.8;82.0;7.0;114
7;18;0.0;5;True;1;23.02;78.0;22.0;622
8;7;0.0;3;True;0;21.14;78.0;0.0;553
11;9;0.0;5;True;0;7.98;53.0;28.0;327
11;5;0.0;5;True;1;7.04;66.0;11.0;26
4;6;0.0;2;True;0;6.1;70.0;15.0;120
11;9;0.0;1;True;1;6.1;52.0;19.0;257
1;17;0.0;6;False;0;11.74;44.0;26.0;290
2;9;0.0;0;False;0;-3.3;49.0;20.0;63
7;1;0.0;5;True;0;23.02;89.0;9.0;11
12;6;0.0;0;False;1;7.98;87.0;0.0;6
7;19;0.0;2;True;1;31.48;36.0;9.0;497
2;2;0.0;0;False;1;3.28;93.0;7.0;63
3;14;0.0;6;False;3;16.44;88.0;24.0;223
8;7;0.0;6;False;0;22.08;83.0;6.0;62
8;7;0.0;0;False;1;21.14;69.0;9.0;41
8;14;0.0;4;True;0;33.36;32.0;15.0;247
6;1;0.0;5;True;0;18.32;56.0;11.0;29
1;6;0.0;6;False;3;-0.48;93.0;11.0;1
9;15;0.0;4;True;1;27.72;45.0;0.0;296
9;11;0.0;6;False;0;27.72;62.0;30.0;578
6;22;0.0;6;False;0;19.26;46.0;9.0;228
8;5;0.0;4;True;1;23.02;94.0;0.0;41
6;16;0.0;6;False;0;22.08;38.0;17.0;644
4;21;0.0;3;True;0;16.44;52.0;9.0;239
7;16;0.0;2;True;1;34.3;24.0;13.0;527
6;1;0.0;3;True;0;16.44;68.0;0.0;27
10;12;0.0;3;True;0;17.38;56.0;15.0;390
5;1;0.0;6;False;0;15.5;48.0;0.0;93
8;3;0.0;5;True;1;25.84;79.0;13.0;9
4;4;0.0;4;True;0;6.1;61.0;15.0;1
9;1;0.0;6;False;1;23.02;89.0;19.0;117
10;8;0.0;0;False;0;12.68;77.0;13.0;132
9;23;0.0;0;False;1;15.5;59.0;7.0;100
6;3;0.0;2;True;1;20.2;78.0;7.0;8
2;0;0.0;0;False;0;3.28;41.0;24.0;70
3;4;0.0;5;True;0;7.04;61.0;0.0;2
3;14;0.0;4;True;0;15.5;42.0;24.0;238
7;6;0.0;6;False;0;26.78;74.0;7.0;31
12;9;0.0;5;True;1;3.28;60.0;19.0;191
3;13;0.0;6;False;0;20.2;60.0;7.0;686
3;9;0.0;1;True;0;15.5;72.0;11.0;331
8;10;0.0;2;True;0;23.02;61.0;7.0;178
10;5;0.0;6;False;1;15.5;82.0;13.0;9
12;20;0.0;6;False;1;8.92;100.0;0.0;182
9;2;0.0;5;True;3;20.2;88.0;20.0;10
7;22;0.0;4;True;0;25.84;51.0;11.0;318
4;23;1.0;1;False;0;24.9;45.0;20.0;121
5;6;0.0;1;True;3;18.32;88.0;20.0;79
6;13;0.0;0;False;0;22.08;53.0;11.0;614
6;23;0.0;2;True;0;21.14;41.0;9.0;131
12;19;0.0;4;True;0;4.22;60.0;13.0;373
3;23;0.0;4;True;1;18.32;49.0;30.0;94
1;1;1.0;1;False;0;-1.42;43.0;7.0;20
8;22;0.0;5;True;0;27.72;58.0;13.0;277
9;18;0.0;3;True;0;23.02;44.0;17.0;977
1;17;0.0;2;True;0;11.74;38.0;17.0;460
8;4;0.0;4;True;0;23.02;83.0;0.0;9
1;16;0.0;0;False;0;10.8;37.0;20.0;314
4;23;0.0;4;True;0;10.8;50.0;9.0;136
4;21;0.0;0;False;0;16.44;34.0;15.0;130
4;8;0.0;6;False;0;16.44;81.0;17.0;201
9;20;0.0;6;False;0;16.44;55.0;13.0;315
1;22;0.0;4;True;0;9.86;76.0;20.0;133
12;4;0.0;4;True;1;4.22;56.0;13.0;8
10;0;0.0;3;True;0;17.38;73.0;6.0;46
7;1;0.0;2;True;0;25.84;58.0;0.0;14
3;6;0.0;6;False;1;8.92;93.0;6.0;7
6;1;0.0;0;False;0;18.32;60.0;11.0;88
3;4;0.0;6;False;1;11.74;94.0;0.0;2
1;16;0.0;4;True;0;4.22;41.0;22.0;193
5;6;0.0;5;True;0;17.38;94.0;7.0;135
1;8;0.0;6;False;0;1.4;80.0;6.0;91
10;13;0.0;3;True;0;11.74;50.0;15.0;213
7;13;0.0;5;True;0;34.3;27.0;7.0;293
12;23;0.0;6;False;1;7.04;81.0;0.0;126
12;19;0.0;0;False;0;6.1;42.0;0.0;58
5;11;0.0;6;False;0;24.9;58.0;6.0;575
6;13;0.0;5;True;0;33.36;39.0;15.0;300
1;4;0.0;2;True;3;7.04;66.0;22.0;2
4;9;0.0;5;True;0;7.98;42.0;22.0;376
6;22;0.0;6;False;0;24.9;58.0;11.0;214
1;8;0.0;0;False;0;4.22;87.0;7.0;14
6;20;0.0;2;True;0;24.9;30.0;19.0;505
5;22;0.0;0;False;1;21.14;61.0;11.0;131
2;23;0.0;4;True;0;12.68;54.0;0.0;85
4;14;0.0;2;True;0;18.32;21.0;15.0;311
7;23;0.0;4;True;3;23.02;89.0;15.0;65
5;7;0.0;1;True;1;14.56;82.0;7.0;385
2;7;1.0;1;False;1;2.34;55.0;22.0;44
7;22;0.0;2;True;0;23.96;74.0;17.0;257
7;9;0.0;0;False;1;25.84;79.0;0.0;221
11;8;0.0;4;True;0;1.4;69.0;7.0;679
12;11;0.0;2;True;1;8.92;53.0;24.0;173
2;13;0.0;0;False;0;6.1;49.0;11.0;261
4;3;0.0;1;True;0;10.8;76.0;11.0;4
4;4;0.0;1;True;0;12.68;24.0;13.0;5
2;14;0.0;1;True;0;10.8;35.0;11.0;140
5;20;0.0;4;True;1;23.02;69.0;19.0;398
11;15;0.0;5;True;0;13.62;36.0;15.0;356
1;20;0.0;0;False;3;-0.48;86.0;11.0;74
3;23;0.0;3;True;0;17.38;77.0;0.0;125
6;19;0.0;1;True;0;21.14;38.0;28.0;645
7;7;0.0;2;True;1;26.78;70.0;0.0;526
2;16;0.0;0;False;0;6.1;56.0;15.0;296
7;9;0.0;4;True;1;27.72;58.0;19.0;318
6;14;0.0;4;True;0;32.42;25.0;22.0;254
2;1;0.0;0;False;1;7.04;39.0;17.0;72
5;22;0.0;2;True;3;20.2;78.0;17.0;147
4;6;0.0;0;False;0;8.92;37.0;0.0;28
1;7;0.0;2;True;1;7.04;93.0;9.0;232
4;20;0.0;1;True;1;16.44;59.0;13.0;309
11;14;0.0;6;False;0;7.04;33.0;31.0;207
6;12;0.0;4;True;0;31.48;26.0;19.0;276
4;16;0.0;1;True;0;18.32;30.0;28.0;391
9;15;0.0;2;True;0;29.6;59.0;31.0;292
12;13;0.0;3;True;1;7.98;42.0;0.0;238
2;4;0.0;6;False;0;6.1;42.0;22.0;2
4;21;0.0;5;True;0;12.68;33.0;20.0;208
2;16;0.0;3;True;3;10.8;82.0;15.0;167
2;16;0.0;1;True;0;8.92;23.0;13.0;211
10;13;0.0;6;False;0;13.62;36.0;13.0;670
6;8;0.0;3;True;1;21.14;73.0;35.0;713
11;20;0.0;5;True;0;8.92;46.0;17.0;227
11;4;0.0;4;True;1;7.98;66.0;7.0;10
9;8;0.0;5;True;0;20.2;83.0;6.0;705
8;3;0.0;4;True;0;21.14;73.0;17.0;4
7;0;0.0;4;True;0;23.02;65.0;13.0;92
3;19;0.0;6;False;3;13.62;94.0;9.0;133
1;6;0.0;3;True;0;7.98;36.0;35.0;88
6;1;0.0;0;False;0;22.08;73.0;9.0;116
4;19;0.0;1;True;1;7.98;76.0;15.0;298
12;16;0.0;3;True;0;13.62;33.0;19.0;377
7;18;0.0;4;True;0;27.72;45.0;9.0;825
1;3;0.0;6;False;0;7.04;57.0;7.0;20
7;20;0.0;3;True;0;26.78;62.0;6.0;366
4;2;0.0;0;False;1;8.92;87.0;7.0;40
6;11;0.0;1;True;1;27.72;48.0;15.0;202
5;11;0.0;2;True;1;23.02;65.0;19.0;229
4;0;0.0;3;True;0;14.56;48.0;0.0;41
5;2;0.0;5;True;1;21.14;83.0;0.0;23
2;21;1.0;1;False;0;6.1;39.0;11.0;98
1;12;0.0;2;True;0;0.46;37.0;35.0;74
1;14;0.0;6;False;0;3.28;41.0;20.0;231
11;22;0.0;1;True;0;7.04;61.0;0.0;104
3;17;0.0;2;True;0;24.9;37.0;7.0;676
11;3;0.0;2;True;1;7.98;71.0;7.0;2
9;15;0.0;4;True;0;26.78;66.0;13.0;270
9;4;0.0;3;True;0;24.9;79.0;19.0;5
1;14;0.0;1;True;3;2.34;75.0;11.0;50
8;7;0.0;3;True;1;24.9;84.0;11.0;482
6;3;0.0;0;False;0;17.38;64.0;7.0;28
2;1;0.0;2;True;0;4.22;56.0;0.0;7
9;17;0.0;4;True;0;26.78;70.0;17.0;808
3;3;0.0;0;False;1;8.92;43.0;9.0;26
1;11;0.0;5;True;1;1.4;32.0;24.0;123
5;2;0.0;3;True;0;18.32;94.0;13.0;19
1;16;0.0;4;True;1;10.8;71.0;6.0;224
12;15;0.0;4;True;1;4.22;56.0;30.0;120
1;2;1.0;1;False;0;-1.42;46.0;0.0;17
1;23;0.0;3;True;0;-0.48;47.0;20.0;38
4;16;0.0;2;True;0;15.5;23.0;13.0;362
11;0;0.0;4;True;3;5.16;61.0;15.0;15
10;20;0.0;2;True;3;21.14;94.0;9.0;306
6;14;0.0;0;False;0;31.48;30.0;9.0;500
5;19;0.0;3;True;1;21.14;83.0;11.0;376
2;18;0.0;6;False;1;2.34;47.0;44.0;108
6;7;0.0;3;True;0;20.2;83.0;20.0;505
1;18;0.0;1;True;0;7.98;23.0;11.0;410
1;15;0.0;6;False;3;1.4;80.0;13.0;119
9;9;0.0;4;True;0;18.32;60.0;6.0;355
4;2;0.0;3;True;0;13.62;51.0;0.0;5
12;17;0.0;3;True;1;7.04;53.0;15.0;561
3;2;0.0;4;True;1;13.62;94.0;19.0;6
9;22;0.0;3;True;3;21.14;69.0;13.0;215
6;12;0.0;4;True;1;23.02;61.0;15.0;265
5;6;0.0;4;True;1;13.62;88.0;11.0;136
2;22;0.0;6;False;1;-1.42;39.0;26.0;46
7;4;1.0;3;False;0;23.96;69.0;17.0;16
11;13;0.0;0;False;1;4.22;41.0;11.0;195
2;8;0.0;5;True;1;4.22;100.0;0.0;520
12;11;0.0;6;False;3;1.4;93.0;6.0;45
4;11;0.0;3;True;0;16.44;32.0;9.0;219
2;9;0.0;3;True;0;7.04;61.0;22.0;231
1;11;0.0;5;True;0;6.1;56.0;11.0;138
8;1;0.0;0;False;0;22.08;65.0;0.0;131
1;19;0.0;2;True;0;15.5;29.0;19.0;328
8;18;0.0;3;True;0;26.78;42.0;11.0;812
12;7;0.0;1;True;1;9.86;94.0;17.0;294
9;11;0.0;4;True;3;24.9;84.0;11.0;62
1;16;0.0;2;True;0;17.38;26.0;30.0;307
11;15;0.0;6;False;0;6.1;36.0;31.0;198
2;11;0.0;4;True;0;3.28;52.0;15.0;99
1;13;0.0;5;True;0;10.8;43.0;19.0;204
10;19;0.0;2;True;3;21.14;94.0;0.0;395
6;11;0.0;4;True;0;23.02;47.0;15.0;237
2;23;0.0;5;True;0;4.22;70.0;7.0;77
3;12;0.0;2;True;0;20.2;60.0;19.0;244
3;7;0.0;2;True;1;13.62;82.0;19.0;308
9;10;0.0;2;True;0;21.14;38.0;0.0;196
11;16;0.0;2;True;1;11.74;62.0;6.0;395
9;22;0.0;0;False;0;16.44;48.0;0.0;138
11;16;0.0;2;True;0;9.86;40.0;20.0;310
8;7;0.0;4;True;1;24.9;84.0;11.0;475
12;12;0.0;6;False;1;10.8;87.0;15.0;486
9;4;0.0;5;True;0;15.5;77.0;0.0;10
11;9;0.0;6;False;0;7.98;49.0;15.0;248
4;1;0.0;3;True;0;16.44;34.0;13.0;14
10;11;0.0;2;True;0;20.2;53.0;0.0;253
11;6;0.0;3;True;0;3.28;65.0;13.0;146
6;22;0.0;3;True;0;30.54;46.0;7.0;257
10;17;0.0;0;False;0;16.44;39.0;17.0;491
7;1;0.0;6;False;0;27.72;70.0;11.0;71
7;16;0.0;5;True;1;23.96;83.0;22.0;436
8;7;0.0;6;False;0;20.2;83.0;15.0;64
9;17;0.0;2;True;0;27.72;70.0;24.0;856
2;3;0.0;4;True;1;6.1;61.0;0.0;1
5;10;0.0;4;True;0;24.9;39.0;26.0;220
5;19;0.0;0;False;0;27.72;58.0;13.0;442
8;17;0.0;2;True;1;28.66;62.0;9.0;868
9;15;0.0;4;True;0;23.02;47.0;13.0;291
3;5;0.0;6;False;0;2.34;42.0;19.0;10
10;8;0.0;3;True;1;10.8;76.0;0.0;817
9;13;0.0;2;True;0;22.08;47.0;17.0;305
2;16;0.0;1;True;0;10.8;43.0;17.0;228
10;19;0.0;2;True;1;15.5;68.0;13.0;115
5;21;0.0;2;True;3;20.2;88.0;30.0;71
7;11;0.0;0;False;0;30.54;52.0;11.0;451
5;16;0.0;4;True;0;23.96;57.0;11.0;370
2;6;0.0;6;False;1;6.1;42.0;20.0;13
9;7;0.0;6;False;0;23.02;89.0;19.0;82
2;20;0.0;0;False;1;6.1;52.0;19.0;103
12;6;0.0;5;True;0;-0.48;80.0;7.0;113
9;5;0.0;3;True;0;18.32;73.0;15.0;36
9;22;0.0;5;True;0;24.9;74.0;15.0;299
3;5;0.0;1;True;0;12.68;94.0;0.0;31
8;17;0.0;2;True;3;27.72;66.0;17.0;812
6;1;0.0;2;True;1;20.2;78.0;11.0;14
12;9;0.0;2;True;0;7.98;61.0;26.0;334
5;1;0.0;6;False;0;22.08;83.0;9.0;82
2;19;0.0;1;True;0;15.5;29.0;26.0;334
4;15;0.0;0;False;0;18.32;37.0;9.0;603
11;0;0.0;5;True;0;5.16;65.0;0.0;32
9;19;0.0;1;True;0;16.44;39.0;9.0;590
8;14;0.0;1;True;0;29.6;33.0;7.0;248
3;10;0.0;0;False;0;7.04;49.0;19.0;218
9;6;0.0;1;True;0;15.5;72.0;9.0;180
12;11;0.0;4;True;1;7.98;57.0;15.0;190
1;17;0.0;2;True;0;17.38;26.0;28.0;559
9;6;0.0;3;True;0;24.9;79.0;19.0;210
5;13;1.0;1;False;0;29.6;63.0;19.0;556
2;6;0.0;4;True;1;6.1;70.0;6.0;87
12;1;0.0;1;True;0;2.34;69.0;0.0;11
4;14;0.0;1;True;0;18.32;28.0;37.0;218
11;6;0.0;3;True;1;4.22;56.0;19.0;118
6;13;0.0;4;True;0;24.9;37.0;19.0;315
5;15;0.0;2;True;1;26.78;45.0;15.0;234
9;7;0.0;5;True;1;18.32;94.0;0.0;394
12;15;0.0;1;True;1;11.74;88.0;0.0;211
4;17;0.0;0;False;0;21.14;22.0;20.0;411
3;18;0.0;3;True;0;24.9;32.0;0.0;749
5;7;0.0;2;True;0;23.02;78.0;15.0;450
11;15;0.0;0;False;0;18.32;37.0;15.0;724
10;5;0.0;5;True;0;16.44;77.0;0.0;41
11;19;0.0;1;True;0;7.98;53.0;0.0;371
1;6;0.0;3;True;0;1.4;86.0;9.0;74
3;2;0.0;1;True;0;3.28;48.0;9.0;4
11;22;1.0;1;False;0;16.44;77.0;17.0;112
7;2;0.0;1;True;1;23.02;94.0;6.0;17
6;13;0.0;6;False;0;33.36;30.0;17.0;428
2;18;0.0;4;True;0;10.8;43.0;31.0;410
2;3;0.0;4;True;3;12.68;67.0;13.0;6
8;23;0.0;0;False;1;21.14;73.0;0.0;46
12;2;0.0;6;False;0;4.22;44.0;35.0;23
3;17;0.0;0;False;0;7.98;31.0;37.0;263
11;20;0.0;5;True;0;7.04;66.0;0.0;245
11;21;0.0;3;True;0;6.1;56.0;0.0;213
8;3;0.0;2;True;0;18.32;88.0;0.0;3
9;18;0.0;2;True;0;22.08;41.0;15.0;822
4;19;0.0;1;True;0;16.44;34.0;24.0;421
8;14;0.0;6;False;0;29.6;49.0;20.0;538
3;20;0.0;4;True;1;19.26;60.0;24.0;330
11;11;1.0;4;False;0;11.74;41.0;6.0;232
8;13;0.0;5;True;1;27.72;58.0;24.0;290
3;5;0.0;5;True;1;15.5;94.0;0.0;34
9;3;0.0;5;True;0;21.14;83.0;6.0;9
7;1;0.0;2;True;0;23.96;79.0;11.0;17
4;0;0.0;3;True;0;7.98;36.0;28.0;30
12;18;0.0;5;True;1;4.22;56.0;20.0;243
1;17;0.0;5;True;0;11.74;50.0;39.0;422
3;3;0.0;5;True;0;7.98;61.0;9.0;7
1;13;0.0;6;False;0;2.34;44.0;19.0;220
5;21;0.0;4;True;3;22.08;78.0;11.0;285
9;18;0.0;6;False;1;30.54;52.0;0.0;442
10;8;0.0;4;True;0;13.62;82.0;17.0;834
4;21;0.0;5;True;0;15.5;36.0;0.0;189
1;2;0.0;0;False;1;0.46;74.0;19.0;47
7;7;0.0;0;False;0;26.78;70.0;0.0;50
6;23;0.0;1;True;3;20.2;78.0;13.0;74
7;5;0.0;6;False;1;22.08;73.0;7.0;5
6;3;0.0;4;True;0;25.84;74.0;0.0;11
4;22;0.0;2;True;0;12.68;35.0;7.0;157
8;2;0.0;6;False;0;25.84;84.0;9.0;84
11;8;0.0;6;False;0;7.04;76.0;0.0;146
5;22;0.0;4;True;1;22.08;78.0;7.0;243
6;5;0.0;4;True;0;14.56;82.0;6.0;34
7;2;0.0;5;True;0;27.72;62.0;9.0;17
2;1;0.0;6;False;0;7.04;49.0;11.0;45
11;6;0.0;6;False;0;3.28;70.0;15.0;21
9;5;1.0;1;False;0;23.02;89.0;0.0;4
4;15;0.0;5;True;0;22.08;47.0;13.0;407
1;10;0.0;4;True;1;6.1;81.0;9.0;108
3;18;0.0;0;False;0;16.44;29.0;19.0;389
5;15;0.0;3;True;1;24.9;61.0;0.0;257
5;10;0.0;2;True;1;19.26;68.0;28.0;157
10;0;0.0;6;False;0;13.62;82.0;9.0;123
3;21;0.0;6;False;0;6.1;39.0;15.0;110
1;16;0.0;6;False;1;18.32;37.0;19.0;401
4;21;0.0;1;True;1;7.04;81.0;15.0;152
6;9;0.0;3;True;1;22.08;69.0;39.0;352
11;12;0.0;4;True;0;8.92;40.0;11.0;236
12;9;0.0;6;False;1;4.22;81.0;0.0;49
8;8;0.0;2;True;0;20.2;78.0;9.0;723
7;5;0.0;4;True;0;25.84;62.0;0.0;29
4;15;0.0;5;True;0;16.44;29.0;33.0;324
6;22;0.0;2;True;0;23.02;34.0;17.0;245
5;20;0.0;3;True;0;23.02;65.0;17.0;459
1;9;0.0;0;False;0;-2.36;54.0;13.0;90
10;12;0.0;0;False;1;14.56;59.0;33.0;491
3;11;0.0;4;True;0;18.32;60.0;9.0;211
10;10;0.0;6;False;0;21.14;69.0;19.0;539
6;1;0.0;3;True;0;22.08;78.0;0.0;28
3;5;0.0;1;True;0;1.4;55.0;6.0;18
9;8;0.0;1;True;0;17.38;77.0;6.0;683
6;9;0.0;1;True;0;24.9;65.0;13.0;268
8;2;0.0;2;True;1;19.26;88.0;19.0;8
6;18;0.0;1;True;1;29.6;43.0;20.0;831
7;19;0.0;3;True;0;26.78;48.0;15.0;633
3;9;0.0;6;False;1;16.44;83.0;9.0;249
1;6;0.0;1;True;0;2.34;44.0;17.0;80
1;4;0.0;4;True;1;1.4;59.0;6.0;5
5;13;0.0;1;True;3;20.2;83.0;17.0;184
11;2;0.0;3;True;1;4.22;75.0;15.0;1
10;16;0.0;6;False;0;15.5;31.0;13.0;637
5;16;0.0;0;False;0;25.84;42.0;17.0;564
3;4;0.0;1;True;0;1.4;55.0;6.0;1
8;14;0.0;2;True;0;30.54;41.0;15.0;255
4;22;0.0;4;True;0;11.74;35.0;13.0;158
11;13;0.0;5;True;0;13.62;38.0;20.0;299
10;10;0.0;6;False;0;10.8;43.0;0.0;347
8;2;0.0;5;True;0;23.02;69.0;0.0;16
