age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;nr.employed;subscribed
28;technician;single;high.school;yes;yes;cellular;may;thu;1.0;success;-1.8;92.893;-46.2;5099.1;yes
25;services;single;high.school;yes;no;telephone;oct;thu;1.0;nonexistent;-0.1;93.798;-40.4;5195.8;yes
24;admin.;single;professional.course;yes;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
33;blue-collar;single;basic.9y;no;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
28;technician;single;professional.course;no;no;telephone;jun;thu;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
44;management;single;university.degree;no;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
51;technician;married;professional.course;yes;no;cellular;may;mon;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
29;admin.;single;university.degree;yes;yes;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
69;retired;married;professional.course;no;yes;cellular;oct;thu;1.0;failure;-3.4;92.431;-26.9;5017.5;no
42;admin.;married;professional.course;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
36;technician;single;professional.course;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
46;services;married;university.degree;yes;no;cellular;sep;wed;1.0;nonexistent;-1.1;94.199;-37.5;4963.6;yes
51;unemployed;married;professional.course;no;no;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
30;blue-collar;single;basic.9y;no;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
28;student;single;high.school;no;yes;cellular;may;wed;1.0;success;-1.8;93.876;-40.0;5008.7;yes
39;technician;single;university.degree;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
23;student;single;basic.9y;yes;no;cellular;dec;tue;2.0;nonexistent;-3.0;92.713;-33.0;5023.5;yes
30;entrepreneur;married;university.degree;no;no;telephone;oct;fri;1.0;nonexistent;-0.1;93.798;-40.4;5195.8;yes
47;unemployed;married;high.school;no;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
31;blue-collar;married;basic.9y;yes;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;management;divorced;university.degree;yes;no;cellular;jun;mon;6.0;failure;-1.7;94.055;-39.8;4991.6;no
43;admin.;divorced;university.degree;yes;no;cellular;nov;fri;4.0;failure;-1.1;94.767;-50.8;4963.6;yes
35;admin.;single;university.degree;no;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
38;management;married;university.degree;no;yes;cellular;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
51;technician;married;high.school;no;no;cellular;jul;thu;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
55;services;married;high.school;yes;yes;cellular;apr;mon;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
55;blue-collar;married;basic.4y;yes;no;cellular;apr;fri;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
32;management;single;professional.course;no;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
30;services;single;high.school;no;no;cellular;may;mon;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
35;admin.;single;university.degree;yes;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
27;self-employed;single;university.degree;no;no;telephone;jun;tue;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
58;retired;married;high.school;no;no;cellular;nov;thu;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
29;admin.;single;professional.course;yes;no;cellular;may;tue;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;admin.;single;high.school;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
55;admin.;divorced;high.school;yes;no;cellular;nov;mon;1.0;failure;-0.1;93.2;-42.0;5195.8;no
27;admin.;married;high.school;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
33;admin.;single;university.degree;no;no;cellular;may;thu;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
36;blue-collar;married;basic.9y;yes;yes;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
31;blue-collar;single;high.school;yes;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
33;admin.;married;high.school;no;no;cellular;apr;fri;6.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
58;housemaid;married;basic.4y;no;no;cellular;aug;tue;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
51;management;married;university.degree;no;no;cellular;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
32;admin.;single;university.degree;yes;yes;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
59;technician;married;professional.course;yes;no;telephone;aug;wed;3.0;failure;-2.9;92.201;-31.4;5076.2;no
64;retired;married;basic.4y;yes;no;cellular;apr;wed;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
25;admin.;single;high.school;yes;yes;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
25;admin.;single;high.school;no;no;cellular;may;fri;3.0;failure;-1.8;92.893;-46.2;5099.1;yes
44;technician;married;professional.course;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
42;admin.;single;university.degree;yes;yes;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
48;management;divorced;university.degree;yes;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;management;divorced;university.degree;yes;no;telephone;may;wed;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
40;technician;divorced;university.degree;yes;yes;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;management;married;university.degree;no;no;telephone;aug;thu;1.0;success;-1.7;94.027;-38.3;4991.6;yes
29;blue-collar;divorced;basic.4y;no;no;telephone;jun;wed;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
34;admin.;divorced;high.school;no;no;cellular;mar;fri;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;no
32;technician;married;high.school;yes;no;telephone;jun;fri;5.0;failure;-2.9;92.963;-40.8;5076.2;yes
40;entrepreneur;single;high.school;no;no;telephone;jun;fri;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
39;housemaid;married;basic.4y;yes;no;cellular;oct;fri;2.0;failure;-1.1;94.601;-49.5;4963.6;no
52;services;divorced;high.school;no;no;telephone;may;mon;5.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
29;unemployed;married;university.degree;yes;yes;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
24;student;single;high.school;yes;no;cellular;oct;thu;3.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
49;admin.;single;high.school;no;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
38;technician;married;high.school;no;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;blue-collar;single;basic.4y;no;no;cellular;apr;wed;2.0;failure;-1.8;93.075;-47.1;5099.1;no
35;blue-collar;married;basic.6y;no;no;telephone;may;wed;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
37;blue-collar;single;basic.9y;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
50;blue-collar;divorced;high.school;no;no;telephone;may;wed;6.0;nonexistent;1.1;93.994;-36.4;5191.0;no
23;blue-collar;married;high.school;no;yes;telephone;jun;thu;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
25;student;single;university.degree;yes;yes;telephone;sep;mon;1.0;nonexistent;-1.1;94.199;-37.5;4963.6;no
43;housemaid;married;basic.4y;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
55;retired;married;high.school;no;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;admin.;unknown;university.degree;yes;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
61;technician;divorced;professional.course;yes;no;cellular;may;mon;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
59;retired;married;basic.4y;yes;no;telephone;aug;fri;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
24;student;single;high.school;no;no;cellular;jun;wed;6.0;success;-1.7;94.055;-39.8;4991.6;yes
39;technician;married;university.degree;no;yes;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
58;admin.;married;university.degree;yes;no;telephone;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;self-employed;single;university.degree;no;yes;telephone;nov;tue;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
32;admin.;married;high.school;yes;no;cellular;sep;mon;2.0;failure;-1.1;94.199;-37.5;4963.6;no
36;services;married;high.school;no;no;cellular;jul;wed;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
32;blue-collar;single;basic.4y;no;no;cellular;jul;tue;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;technician;single;high.school;yes;yes;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
19;student;single;basic.9y;no;no;cellular;apr;thu;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
42;technician;married;professional.course;yes;no;cellular;aug;thu;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
43;technician;married;professional.course;no;no;telephone;jun;thu;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
43;entrepreneur;married;high.school;yes;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
37;admin.;single;university.degree;yes;no;cellular;jul;fri;2.0;success;-1.7;94.215;-40.3;4991.6;no
42;management;single;university.degree;no;yes;cellular;apr;mon;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
39;services;married;high.school;yes;yes;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
50;blue-collar;divorced;basic.4y;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
34;unknown;married;basic.4y;yes;yes;cellular;apr;thu;4.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
33;technician;single;professional.course;yes;no;cellular;may;wed;2.0;failure;-1.8;92.893;-46.2;5099.1;yes
28;technician;divorced;university.degree;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;admin.;married;high.school;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
36;management;single;basic.6y;no;no;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
37;technician;married;professional.course;no;no;cellular;apr;fri;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
41;blue-collar;single;basic.9y;no;no;cellular;nov;thu;4.0;failure;-0.1;93.2;-42.0;5195.8;no
59;admin.;married;unknown;no;yes;cellular;sep;mon;4.0;failure;-3.4;92.379;-29.8;5017.5;yes
24;student;single;basic.4y;no;no;cellular;jul;fri;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
29;self-employed;single;university.degree;yes;no;cellular;nov;fri;4.0;failure;-0.1;93.2;-42.0;5195.8;no
34;self-employed;single;high.school;yes;no;cellular;nov;tue;4.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
44;admin.;married;high.school;no;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
25;technician;single;university.degree;unknown;unknown;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
66;blue-collar;married;unknown;yes;no;cellular;may;wed;2.0;success;-1.8;93.876;-40.0;5008.7;yes
54;admin.;single;university.degree;no;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
28;student;single;high.school;yes;no;cellular;jun;wed;4.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
45;admin.;married;unknown;no;no;cellular;may;fri;1.0;failure;-1.8;92.893;-46.2;5099.1;no
38;admin.;married;university.degree;no;no;cellular;aug;thu;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
46;blue-collar;married;basic.9y;yes;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;technician;married;professional.course;yes;no;cellular;apr;wed;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
37;admin.;married;university.degree;yes;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
46;blue-collar;single;basic.9y;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
65;retired;married;high.school;yes;yes;cellular;oct;fri;2.0;success;-1.1;94.601;-49.5;4963.6;yes
34;technician;married;professional.course;no;no;cellular;jul;wed;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
60;blue-collar;married;unknown;no;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
50;blue-collar;married;basic.4y;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
42;management;single;university.degree;no;no;cellular;oct;mon;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
58;technician;divorced;professional.course;no;no;cellular;aug;wed;6.0;nonexistent;1.4;93.444;-36.1;5228.1;no
33;services;married;high.school;no;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
55;management;married;university.degree;no;yes;cellular;jul;wed;2.0;success;-2.9;92.469;-33.6;5076.2;yes
28;blue-collar;married;basic.9y;no;yes;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
47;technician;married;professional.course;yes;no;cellular;nov;thu;4.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
41;blue-collar;married;basic.4y;unknown;unknown;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
30;services;divorced;basic.9y;no;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
30;technician;single;professional.course;yes;no;cellular;aug;wed;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;services;single;high.school;no;no;telephone;jun;mon;6.0;nonexistent;1.4;94.465;-41.8;5228.1;no
24;blue-collar;married;basic.9y;yes;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
34;management;married;university.degree;no;no;telephone;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
58;unemployed;married;basic.9y;yes;no;cellular;apr;thu;1.0;success;-1.8;93.749;-34.6;5008.7;yes
34;blue-collar;single;basic.9y;no;yes;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
47;management;married;basic.4y;no;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
54;admin.;married;university.degree;no;no;cellular;jul;thu;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
24;blue-collar;single;basic.9y;no;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
50;management;married;university.degree;yes;no;cellular;aug;mon;4.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
37;blue-collar;married;basic.4y;no;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;admin.;married;university.degree;no;no;cellular;aug;tue;2.0;failure;-1.7;94.027;-38.3;4991.6;yes
33;admin.;single;professional.course;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
53;technician;married;unknown;yes;no;cellular;jul;thu;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
55;technician;married;university.degree;yes;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;services;married;professional.course;no;no;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;self-employed;married;basic.4y;yes;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
44;blue-collar;married;basic.4y;no;no;cellular;aug;mon;5.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
36;admin.;married;high.school;no;no;telephone;may;tue;6.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
48;unemployed;single;basic.9y;yes;no;cellular;apr;thu;1.0;failure;-1.8;93.075;-47.1;5099.1;no
50;housemaid;married;basic.6y;no;no;cellular;jul;thu;3.0;success;-1.7;94.215;-40.3;4991.6;yes
49;blue-collar;married;basic.9y;no;no;cellular;mar;mon;1.0;success;-1.8;93.369;-34.8;5008.7;yes
27;admin.;married;professional.course;no;no;cellular;may;thu;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
45;retired;married;basic.9y;yes;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
33;admin.;married;university.degree;yes;no;cellular;nov;thu;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
46;admin.;married;university.degree;yes;no;cellular;jul;fri;3.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
43;blue-collar;married;basic.4y;no;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
26;admin.;single;university.degree;yes;no;telephone;sep;thu;1.0;success;-3.4;92.379;-29.8;5017.5;yes
49;services;single;high.school;no;yes;cellular;may;wed;2.0;failure;-1.8;92.893;-46.2;5099.1;no
27;blue-collar;single;high.school;yes;no;cellular;jul;thu;5.0;failure;-1.7;94.215;-40.3;4991.6;no
57;housemaid;married;unknown;no;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
24;services;single;basic.9y;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
59;blue-collar;divorced;basic.4y;no;yes;cellular;jul;mon;6.0;nonexistent;1.4;93.918;-42.7;5228.1;no
34;admin.;single;university.degree;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
57;retired;married;unknown;no;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
42;technician;married;professional.course;yes;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
27;admin.;single;high.school;yes;no;telephone;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
36;blue-collar;married;basic.6y;yes;no;telephone;jun;thu;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
37;admin.;married;university.degree;no;yes;cellular;dec;mon;2.0;success;-3.0;92.713;-33.0;5023.5;yes
51;admin.;divorced;high.school;yes;yes;cellular;nov;tue;2.0;failure;-1.1;94.767;-50.8;4963.6;yes
30;unemployed;married;high.school;yes;no;cellular;may;mon;3.0;success;-1.8;92.893;-46.2;5099.1;yes
25;self-employed;married;university.degree;yes;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;management;single;university.degree;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
34;management;married;university.degree;no;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
53;admin.;married;professional.course;yes;yes;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
32;blue-collar;married;basic.4y;no;no;cellular;may;tue;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
53;technician;married;high.school;yes;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
43;management;married;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
33;entrepreneur;single;professional.course;no;no;telephone;jul;mon;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
41;blue-collar;married;basic.9y;no;no;telephone;jun;thu;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;services;single;high.school;yes;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
60;retired;married;high.school;yes;no;cellular;jul;fri;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
26;student;single;high.school;no;no;telephone;jun;mon;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
29;admin.;single;university.degree;no;no;cellular;apr;thu;4.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
31;technician;single;university.degree;no;no;telephone;apr;tue;4.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
32;student;married;high.school;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
32;admin.;married;high.school;yes;no;cellular;jun;wed;1.0;success;-2.9;92.963;-40.8;5076.2;no
50;technician;married;university.degree;yes;no;cellular;mar;fri;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;yes
40;admin.;single;professional.course;no;yes;telephone;jun;fri;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
26;self-employed;married;university.degree;no;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
32;technician;married;university.degree;no;no;cellular;aug;fri;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
63;retired;married;unknown;no;no;cellular;apr;wed;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
56;blue-collar;married;basic.4y;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
39;admin.;married;university.degree;yes;yes;cellular;aug;fri;2.0;success;-2.9;92.201;-31.4;5076.2;yes
39;technician;married;professional.course;yes;yes;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
39;housemaid;married;basic.9y;no;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
41;management;single;university.degree;no;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
65;retired;single;university.degree;no;no;cellular;nov;thu;2.0;success;-3.4;92.649;-30.1;5017.5;yes
70;retired;married;basic.4y;yes;no;cellular;apr;wed;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
36;management;married;university.degree;yes;no;cellular;jun;thu;1.0;failure;-2.9;92.963;-40.8;5076.2;yes
36;unemployed;single;basic.4y;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
36;technician;married;high.school;yes;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
37;blue-collar;married;basic.6y;no;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
49;admin.;married;high.school;yes;no;cellular;may;tue;1.0;failure;-1.8;92.893;-46.2;5099.1;yes
39;blue-collar;single;basic.9y;no;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
39;technician;married;high.school;yes;no;cellular;may;tue;4.0;success;-1.8;92.893;-46.2;5099.1;no
47;blue-collar;married;basic.9y;yes;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
31;technician;single;university.degree;yes;yes;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;unemployed;married;basic.9y;yes;no;cellular;may;fri;3.0;success;-1.8;92.893;-46.2;5099.1;no
44;blue-collar;married;basic.4y;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
30;technician;divorced;basic.9y;yes;yes;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
46;blue-collar;married;basic.9y;no;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
26;services;single;high.school;yes;no;cellular;jul;tue;1.0;success;-2.9;92.469;-33.6;5076.2;yes
35;services;divorced;professional.course;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
41;blue-collar;married;basic.6y;unknown;unknown;telephone;jun;tue;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
38;entrepreneur;married;basic.6y;unknown;unknown;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;blue-collar;single;basic.9y;yes;yes;cellular;jul;fri;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
48;services;married;professional.course;no;no;cellular;nov;fri;6.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
59;technician;married;basic.4y;yes;yes;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
43;housemaid;married;basic.4y;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;technician;married;university.degree;yes;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
45;admin.;married;university.degree;yes;yes;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
35;admin.;married;university.degree;no;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
33;blue-collar;married;university.degree;no;no;telephone;jul;thu;1.0;nonexistent;-1.7;94.215;-40.3;4991.6;no
36;blue-collar;married;basic.6y;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
30;admin.;single;university.degree;yes;no;cellular;nov;mon;1.0;success;-3.4;92.649;-30.1;5017.5;no
42;admin.;married;university.degree;yes;no;cellular;nov;thu;5.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
74;retired;married;university.degree;yes;no;cellular;aug;wed;2.0;failure;-2.9;92.201;-31.4;5076.2;yes
45;blue-collar;married;basic.9y;yes;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
22;student;single;high.school;yes;yes;cellular;may;mon;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
26;admin.;single;high.school;unknown;unknown;cellular;nov;mon;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
22;self-employed;single;professional.course;yes;no;cellular;oct;wed;1.0;nonexistent;-1.1;94.601;-49.5;4963.6;yes
24;student;single;basic.9y;unknown;unknown;cellular;sep;tue;1.0;nonexistent;-3.4;92.379;-29.8;5017.5;yes
30;admin.;single;high.school;no;no;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
39;technician;divorced;professional.course;yes;no;cellular;aug;mon;5.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
39;services;married;high.school;no;no;cellular;sep;tue;1.0;nonexistent;-3.4;92.379;-29.8;5017.5;yes
53;admin.;married;high.school;no;no;cellular;nov;fri;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
39;blue-collar;married;basic.9y;no;no;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
29;technician;single;university.degree;yes;no;telephone;aug;thu;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
48;admin.;married;university.degree;yes;no;cellular;jun;wed;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;no
33;unemployed;divorced;professional.course;no;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
44;technician;single;professional.course;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
38;blue-collar;single;high.school;yes;no;telephone;jun;wed;1.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
55;admin.;married;high.school;yes;yes;telephone;jun;tue;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
31;student;single;university.degree;yes;yes;cellular;jul;fri;2.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
42;blue-collar;married;basic.9y;no;no;cellular;jul;thu;3.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
45;blue-collar;single;basic.4y;no;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
